CALENDAR_DATE,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR,WEEKDAY
3-21-2015,2015,NULL,1,0,53.6,1,Saturday
3-22-2015,2015,NULL,1,0,57.2,1,Sunday
3-23-2015,2015,NULL,0,0,55.4,1,Monday
3-24-2015,2015,NULL,0,0,59,1,Tuesday
3-25-2015,2015,NULL,0,0,60.8,1,Wednesday
3-26-2015,2015,NULL,0,0,60.8,1,Thursday
3-27-2015,2015,NULL,0,0,62.6,1,Friday
3-28-2015,2015,NULL,1,0,60.8,1,Saturday
3-29-2015,2015,NULL,1,0,59,1,Sunday
3-30-2015,2015,NULL,0,0,62.6,1,Monday
3-31-2015,2015,NULL,0,0,57.2,1,Tuesday
04-01-2015,2015,NULL,0,0,62.6,1,Wednesday
04-02-2015,2015,NULL,0,0,60.8,1,Thursday
04-03-2015,2015,NULL,0,0,55.4,1,Friday
04-04-2015,2015,NULL,1,0,60.8,1,Saturday
04-05-2015,2015,Qing Ming Festival,1,0,55.4,1,Sunday
04-06-2015,2015,Qing Ming Festival,0,0,62.6,1,Monday
04-07-2015,2015,Qing Ming Festival,0,0,64.4,1,Tuesday
04-08-2015,2015,NULL,0,0,64.4,1,Wednesday
04-09-2015,2015,NULL,0,0,66.2,1,Thursday
04-10-2015,2015,NULL,0,0,57.2,1,Friday
04-11-2015,2015,NULL,1,0,57.2,1,Saturday
04-12-2015,2015,NULL,1,0,59,1,Sunday
4-13-2015,2015,NULL,0,0,62.6,1,Monday
4-14-2015,2015,NULL,0,0,66.2,1,Tuesday
4-15-2015,2015,NULL,0,0,64.4,1,Wednesday
4-16-2015,2015,NULL,0,0,60.8,1,Thursday
4-17-2015,2015,NULL,0,0,57.2,1,Friday
4-18-2015,2015,NULL,1,0,60.8,1,Saturday
4-19-2015,2015,NULL,1,0,53.6,1,Sunday
4-20-2015,2015,NULL,0,0,60.8,1,Monday
4-21-2015,2015,NULL,0,0,62.6,1,Tuesday
4-22-2015,2015,NULL,0,0,68,1,Wednesday
4-23-2015,2015,NULL,0,0,69.8,1,Thursday
4-24-2015,2015,NULL,0,0,66.2,1,Friday
4-25-2015,2015,NULL,1,0,64.4,1,Saturday
4-26-2015,2015,NULL,1,0,60.8,1,Sunday
4-27-2015,2015,NULL,0,0,64.4,1,Monday
4-28-2015,2015,NULL,0,0,64.4,1,Tuesday
4-29-2015,2015,NULL,0,0,68,1,Wednesday
4-30-2015,2015,NULL,0,0,71.6,1,Thursday
05-01-2015,2015,Labor Day,0,0,68,1,Friday
05-02-2015,2015,Labor Day,1,0,62.6,1,Saturday
05-03-2015,2015,Labor Day,1,0,62.6,1,Sunday
05-04-2015,2015,NULL,0,0,55.4,1,Monday
05-05-2015,2015,NULL,0,0,57.2,1,Tuesday
05-06-2015,2015,NULL,0,0,59,1,Wednesday
05-07-2015,2015,NULL,0,0,64.4,1,Thursday
05-08-2015,2015,NULL,0,0,64.4,1,Friday
05-09-2015,2015,NULL,1,0,62.6,1,Saturday
05-10-2015,2015,NULL,1,0,59,1,Sunday
05-11-2015,2015,NULL,0,0,51.8,1,Monday
05-12-2015,2015,NULL,0,0,71.6,1,Tuesday
5-13-2015,2015,NULL,0,0,73.4,1,Wednesday
5-14-2015,2015,NULL,0,0,62.6,1,Thursday
5-15-2015,2015,NULL,0,0,71.6,1,Friday
5-16-2015,2015,NULL,1,0,69.8,1,Saturday
5-17-2015,2015,NULL,1,0,71.6,1,Sunday
5-18-2015,2015,NULL,0,0,75.2,1,Monday
5-19-2015,2015,NULL,0,0,75.2,1,Tuesday
5-20-2015,2015,NULL,0,0,75.2,1,Wednesday
5-21-2015,2015,NULL,0,0,77,1,Thursday
5-22-2015,2015,NULL,0,0,82.4,1,Friday
5-23-2015,2015,NULL,1,0,78.8,1,Saturday
5-24-2015,2015,NULL,1,0,71.6,1,Sunday
5-25-2015,2015,NULL,0,0,73.4,1,Monday
5-26-2015,2015,NULL,0,0,80.6,1,Tuesday
5-27-2015,2015,NULL,0,0,78.8,1,Wednesday
5-28-2015,2015,NULL,0,0,84.2,1,Thursday
5-29-2015,2015,NULL,0,0,86,1,Friday
5-30-2015,2015,NULL,1,0,84.2,1,Saturday
5-31-2015,2015,Dragon Boat Festivel,1,0,84.2,1,Sunday
06-01-2015,2015,Dragon Boat Festivel,0,0,75.2,1,Monday
06-02-2015,2015,Dragon Boat Festivel,0,0,71.6,1,Tuesday
06-03-2015,2015,NULL,0,0,78.8,1,Wednesday
06-04-2015,2015,NULL,0,0,78.8,1,Thursday
06-05-2015,2015,NULL,0,0,82.4,1,Friday
06-06-2015,2015,NULL,1,0,71.6,1,Saturday
06-07-2015,2015,NULL,1,1,75.2,1,Sunday
06-08-2015,2015,NULL,0,1,73.4,1,Monday
06-09-2015,2015,NULL,0,0,75.2,1,Tuesday
06-10-2015,2015,NULL,0,0,73.4,1,Wednesday
06-11-2015,2015,NULL,0,0,73.4,1,Thursday
06-12-2015,2015,NULL,0,0,80.6,1,Friday
6-13-2015,2015,NULL,1,0,78.8,1,Saturday
6-14-2015,2015,NULL,1,0,80.6,1,Sunday
6-15-2015,2015,NULL,0,0,82.4,1,Monday
6-16-2015,2015,NULL,0,0,77,1,Tuesday
6-17-2015,2015,NULL,0,0,75.2,1,Wednesday
6-18-2015,2015,NULL,0,0,77,1,Thursday
6-19-2015,2015,NULL,0,0,73.4,1,Friday
6-20-2015,2015,NULL,1,0,73.4,1,Saturday
6-21-2015,2015,NULL,1,0,73.4,1,Sunday
6-22-2015,2015,NULL,0,0,73.4,1,Monday
6-23-2015,2015,NULL,0,0,78.8,1,Tuesday
6-24-2015,2015,NULL,0,0,80.6,1,Wednesday
6-25-2015,2015,NULL,0,0,75.2,1,Thursday
6-26-2015,2015,NULL,0,0,80.6,1,Friday
6-27-2015,2015,NULL,1,0,82.4,1,Saturday
6-28-2015,2015,NULL,1,0,84.2,1,Sunday
6-29-2015,2015,NULL,0,0,84.2,1,Monday
6-30-2015,2015,NULL,0,1,82.4,1,Tuesday
07-01-2015,2015,NULL,0,1,78.8,1,Wednesday
07-02-2015,2015,NULL,0,1,75.2,1,Thursday
07-03-2015,2015,NULL,0,1,78.8,1,Friday
07-04-2015,2015,NULL,1,1,80.6,1,Saturday
07-05-2015,2015,NULL,1,1,80.6,1,Sunday
07-06-2015,2015,NULL,0,1,80.6,1,Monday
07-07-2015,2015,NULL,0,1,82.4,1,Tuesday
07-08-2015,2015,NULL,0,1,82.4,1,Wednesday
07-09-2015,2015,NULL,0,1,80.6,1,Thursday
07-10-2015,2015,NULL,0,1,86,1,Friday
07-11-2015,2015,NULL,1,1,84.2,1,Saturday
07-12-2015,2015,NULL,1,1,82.4,1,Sunday
7-13-2015,2015,NULL,0,1,84.2,1,Monday
7-14-2015,2015,NULL,0,1,84.2,1,Tuesday
7-15-2015,2015,NULL,0,1,84.2,1,Wednesday
7-16-2015,2015,NULL,0,1,80.6,1,Thursday
7-17-2015,2015,NULL,0,1,80.6,1,Friday
7-18-2015,2015,NULL,1,1,86,1,Saturday
7-19-2015,2015,NULL,1,1,87.8,1,Sunday
7-20-2015,2015,NULL,0,1,87.8,1,Monday
7-21-2015,2015,NULL,0,1,84.2,1,Tuesday
7-22-2015,2015,NULL,0,1,80.6,1,Wednesday
7-23-2015,2015,NULL,0,1,82.4,1,Thursday
7-24-2015,2015,NULL,0,1,80.6,1,Friday
7-25-2015,2015,NULL,1,1,82.4,1,Saturday
7-26-2015,2015,NULL,1,1,86,1,Sunday
7-27-2015,2015,NULL,0,1,84.2,1,Monday
7-28-2015,2015,NULL,0,1,84.2,1,Tuesday
7-29-2015,2015,NULL,0,1,80.6,1,Wednesday
7-30-2015,2015,NULL,0,1,78.8,1,Thursday
7-31-2015,2015,NULL,0,1,82.4,1,Friday
08-01-2015,2015,NULL,1,1,82.4,1,Saturday
08-02-2015,2015,NULL,1,1,84.2,1,Sunday
08-03-2015,2015,NULL,0,1,84.2,1,Monday
08-04-2015,2015,NULL,0,1,77,1,Tuesday
08-05-2015,2015,NULL,0,1,78.8,1,Wednesday
08-06-2015,2015,NULL,0,1,80.6,1,Thursday
08-07-2015,2015,NULL,0,1,78.8,1,Friday
08-08-2015,2015,NULL,1,1,78.8,1,Saturday
08-09-2015,2015,NULL,1,1,78.8,1,Sunday
08-10-2015,2015,NULL,0,1,80.6,1,Monday
08-11-2015,2015,NULL,0,1,80.6,1,Tuesday
08-12-2015,2015,NULL,0,1,77,1,Wednesday
8-13-2015,2015,NULL,0,1,69.8,1,Thursday
8-14-2015,2015,NULL,0,1,77,1,Friday
8-15-2015,2015,NULL,1,1,78.8,1,Saturday
8-16-2015,2015,NULL,1,1,80.6,1,Sunday
8-17-2015,2015,NULL,0,1,77,1,Monday
8-18-2015,2015,NULL,0,1,77,1,Tuesday
8-19-2015,2015,NULL,0,1,80.6,1,Wednesday
8-20-2015,2015,NULL,0,1,82.4,1,Thursday
8-21-2015,2015,NULL,0,1,80.6,1,Friday
8-22-2015,2015,NULL,1,1,78.8,1,Saturday
8-23-2015,2015,NULL,1,1,78.8,1,Sunday
8-24-2015,2015,NULL,0,1,77,1,Monday
8-25-2015,2015,NULL,0,1,77,1,Tuesday
8-26-2015,2015,NULL,0,1,78.8,1,Wednesday
8-27-2015,2015,NULL,0,1,80.6,1,Thursday
8-28-2015,2015,NULL,0,1,73.4,1,Friday
8-29-2015,2015,NULL,1,1,73.4,1,Saturday
8-30-2015,2015,NULL,1,1,73.4,1,Sunday
8-31-2015,2015,NULL,0,1,73.4,1,Monday
09-01-2015,2015,NULL,0,0,71.6,1,Tuesday
09-02-2015,2015,NULL,0,0,68,1,Wednesday
09-03-2015,2015,WWII Celebration,0,0,73.4,1,Thursday
09-04-2015,2015,WWII Celebration,0,0,77,1,Friday
09-05-2015,2015,WWII Celebration,1,0,75.2,1,Saturday
09-06-2015,2015,NULL,1,0,75.2,1,Sunday
09-07-2015,2015,NULL,0,0,77,1,Monday
09-08-2015,2015,NULL,0,0,73.4,1,Tuesday
09-09-2015,2015,NULL,0,0,71.6,1,Wednesday
09-10-2015,2015,NULL,0,0,73.4,1,Thursday
